CustomerID,Recency,Frequency,Monetary,WillPurchaseNext,Monetary_log
13701,102,1,161.0,0,5.087596335232384
13702,101,1,135.18,0,4.9139775400548205
13703,71,1,326.06,1,5.790143640304245
13705,29,5,1323.47,1,7.188767658398983
13706,282,1,300.38,1,5.708371926990008
13707,85,3,2559.45,1,7.847938303275894
13709,102,5,1263.7,1,7.142590218885931
13710,79,2,329.04,1,5.799213859236143
13711,62,7,1540.2,1,7.3403166127520025
13712,266,1,537.58,1,6.288936046379463
13713,64,3,743.26,0,6.612390436150933
13714,121,1,161.35,0,5.089754498548855
13715,28,13,7403.95,1,8.90990397448464
13717,113,2,318.29,1,5.7660997807210626
13719,49,6,1773.57,1,7.481313419040265
13721,51,1,217.4,1,5.38632824387075
13722,76,7,3260.0,1,8.089789175789319
13723,48,5,1009.35,1,6.9180520844595055
13724,293,1,213.01,0,5.366022742902049
13727,267,6,746.57,1,6.616827946365326
13728,43,10,1839.03,1,7.517537154817943
13729,91,3,724.73,0,6.587178044826087
13733,66,2,487.03,0,6.1903768793734475
13734,164,4,6701.640000000001,0,8.81025675762043
13735,32,9,6927.9800000000005,1,8.843467895203819
13736,81,5,2034.31,1,7.61840342042736
13738,52,1,440.93,0,6.091151498494956
13739,183,1,75.3,1,4.334672938290411
13740,71,4,1247.02,1,7.12931357444199
13745,202,1,477.32,1,6.170279964572649
13746,69,1,176.69,0,5.1800404589569835
13747,29,2,169.8,1,5.14049328135447
13748,29,5,1320.1,1,7.186220001884308
13750,36,6,1954.92,1,7.578615949962842
13752,183,1,404.4500000000001,1,6.004997561390566
13753,254,3,1353.31,1,7.21104737852242
13754,93,1,164.45,1,5.1086690343676215
13756,23,10,4017.980000000001,1,8.29878341807454
13757,330,1,195.55,0,5.280916851867869
13758,22,10,6226.43,1,8.736719006607485
13760,60,3,1076.85,1,6.982723595219443
13761,158,4,881.52,1,6.7827814514401705
13762,249,4,2165.76,1,7.680988243210912
13763,73,2,3502.48,1,8.161512039217158
13764,225,3,1431.5,1,7.267176448588895
13765,309,1,352.821,0,5.86879113553233
13766,151,1,190.35,0,5.254104211871711
13767,25,39,18320.17,1,9.815812500817684
13768,382,2,875.97,0,6.776472784261436
13769,23,11,3003.9100000000003,1,8.0080028964376
13770,78,4,785.37,0,6.66742741958036
13771,189,5,3094.37,1,8.037662725630957
13772,56,5,1982.09,1,7.592411513269015
13773,52,2,301.54,0,5.7122135001340535
13775,246,1,1049.66,0,6.9571738171118644
13776,84,2,623.98,0,6.43771964922439
13777,22,37,30501.26,1,10.32555605821101
13778,147,3,945.79,1,6.853077315691361
13779,171,1,161.13,0,5.088398482561978
13780,63,1,375.81,1,5.9317410816281795
13781,248,2,650.99,1,6.480029224385721
13782,109,7,881.72,1,6.7830080495241205
13783,143,4,1542.09,0,7.341542178594752
13784,90,3,447.44,1,6.105774893285393
13785,84,4,542.49,0,6.298011307127966
13786,23,6,3128.54,1,8.048641307877576
13787,114,4,913.46,1,6.818333727125813
13788,161,1,3.75,0,1.55814461804655
13789,44,1,239.46,0,5.482553755546763
13792,78,1,188.4,1,5.243861180751978
13793,302,1,96.0,0,4.574710978503383
13794,202,1,126.03,0,4.844423279035369
13795,44,4,836.3,0,6.7301824292103865
13796,155,1,289.7,0,5.6722918075648305
13797,92,3,1179.45,0,7.073651000694222
13798,28,54,38683.02,1,10.563181873846336
13799,100,7,2114.71,1,7.657145732546141
13800,86,2,1121.24,1,7.023081966951813
13802,30,16,21659.69,1,9.98325437600327
13803,87,2,1061.84,1,6.968699849609492
13804,91,2,572.73,1,6.352158902379387
13807,23,3,422.2,1,6.04784488054409
13818,85,1,61.28,0,4.131640346965797
13819,325,3,1502.0,1,7.315218389752975
13820,74,3,660.65,0,6.494736715219059
13821,49,4,1025.09,1,6.9335107411818475
13823,36,5,2445.79,1,7.802532240389321
13824,35,7,1615.82,1,7.388216536126707
13825,277,2,255.59,0,5.5474794802608
13829,77,1,102.0,0,4.634728988229636
13830,237,1,156.85000000000002,0,5.061645215004001
13831,25,13,4820.59,1,8.480859028166352
13832,78,1,561.49,1,6.332373356142771
13833,60,1,316.56,1,5.760666776856913
13834,232,2,324.19,0,5.7844096268933525
13835,175,3,260.7,1,5.5671988095361
13836,55,2,620.37,0,6.4319267177117725
13838,25,7,1274.36,1,7.150983770679613
13839,142,1,139.95000000000002,0,4.948405217560122
13840,72,1,651.4,0,6.4806578707468585
13842,22,10,2244.29,1,7.716589967780409
13843,37,1,319.75,0,5.770662003495746
13846,55,1,442.73,1,6.095216269351388
13847,375,1,310.72,0,5.74210534897536
13848,22,6,2080.0,1,7.640603826393634
13849,53,3,1931.35,1,7.566492157785367
13851,35,5,1955.0,1,7.578656850594762
13852,266,1,187.35,0,5.23830193413805
13854,21,15,4144.44,1,8.32976421392602
13855,156,4,1310.34,0,7.178804794152059
13856,119,8,753.53,1,6.626095038848851
13857,49,6,1001.01,0,6.90976326163493
13859,185,1,314.7,1,5.754792395563946
13861,85,2,273.26,0,5.614076561571708
13862,45,1,346.73,1,5.851426316568763
13863,121,3,933.77,1,6.8403005097235425
13864,42,1,662.4000000000001,0,6.497378126512952
13869,37,6,5006.62,1,8.51871603130676
13870,43,7,2941.14,1,7.986892486704904
13871,84,4,1482.6,1,7.302226845615436
13872,183,3,919.57,0,6.8249930434091866
13873,39,5,649.32,1,6.477464549438317
13874,160,6,1508.7,1,7.31966623457369
13875,43,9,3027.58,1,8.015849141789465
13877,126,2,332.44,1,5.8094629391249475
13878,203,3,1191.53,1,7.083832379678763
13879,301,1,395.5,0,5.982676041074902
13880,23,5,1171.89,1,7.06722606761508
13881,31,23,28019.58,1,10.240694519177124
13883,59,10,3885.54,1,8.265274580653848
13884,32,5,1100.88,1,7.004773090861635
13888,60,5,1563.42,1,7.355270427253743
13889,38,5,1574.3300000000002,1,7.3622200531222095
13890,30,4,1043.57,1,6.951360596462858
13891,34,3,863.56,0,6.76222070699491
13892,133,2,634.68,1,6.454695292066289
13895,171,2,1415.45,1,7.255909020377188
13896,281,1,388.55,0,5.964992226776867
13897,94,2,849.5600000000001,1,6.745894956084826
13898,67,1,530.47,1,6.275646752162638
13900,45,3,869.64,1,6.769228573387807
13901,30,10,2809.14,1,7.94098958315077
13903,56,1,165.45000000000002,0,5.114694964021034
13905,388,1,312.65,0,5.748277714542752
13906,65,1,42.0,0,3.7612001156935624
13907,347,1,136.8,0,4.925803358579558
13909,79,2,286.6,0,5.661570625846892
13911,35,11,1654.08,1,7.411604625011482
13912,79,1,124.95,0,4.835885002798619
13913,162,1,42.22,0,3.76630335107874
13915,50,1,70.80000000000001,0,4.273884476054179
13916,119,4,1275.81,0,7.152120058745075
13920,87,4,1774.68,0,7.481938727137536
13921,58,4,730.7,0,6.595370593889984
13922,93,2,692.95,1,6.542399911801849
13927,93,1,359.27,1,5.886853750340702
13929,72,9,2651.45,1,7.883239020169096
13931,48,9,4019.85,1,8.29924860204826
13935,252,3,6116.92,0,8.718977448456672
13936,38,2,563.08,1,6.335196085410785
13937,58,1,721.28,1,6.582412875347679
13939,87,4,992.41,1,6.901143469061078
13941,28,11,6009.34,1,8.701236598308464
13942,190,1,320.0,0,5.771441123130016
13943,233,1,246.54,0,5.511572185111876
13944,309,1,200.43,0,5.3054419264903325
13945,50,2,854.1500000000001,0,6.7512768921457
13946,32,3,1314.66,1,7.1820937198423
13948,67,3,446.76,1,6.104257374583104
13952,36,12,9572.45,1,9.16674892104932
13953,65,5,3125.0,1,8.047509510981422
13955,31,1,222.21,1,5.408113032370921
13957,73,3,458.25,0,6.129594724095235
13958,35,8,4709.2300000000005,0,8.457492018089969
13959,55,3,477.98,1,6.171658842885763
13961,48,1,538.4,0,6.2904574107056295
13962,91,1,193.25,1,5.269145989247757
13963,23,14,2347.33,1,7.761459716217248
13964,43,2,438.9,0,6.086547428354674
13965,132,3,996.61,0,6.905362418373325
13966,91,1,390.86,0,5.970904633142621
13967,52,1,85.6,1,4.461299815568389
13968,79,1,123.66,0,4.825590031380704
13969,21,18,4311.93,1,8.369372766513816
13970,42,2,846.55,0,6.742349834564496
13971,79,6,1909.31,1,7.555020811535782
13974,238,1,264.13,1,5.580220271735778
13975,49,6,2832.56,1,7.949289150610468
13976,162,3,834.38,1,6.7278867111492495
13977,67,1,519.8100000000001,0,6.255385291938897
13979,49,6,2546.36,1,7.842812807747695
13980,95,4,599.78,1,6.398228810947766
13981,71,1,331.14,0,5.805556566778607
13982,21,6,2573.78,1,7.853519372554693
13983,22,10,4505.02,1,8.413169559508749
13984,22,8,1128.09,1,7.029167277535796
13985,30,7,2960.73,1,7.9935288360476555
13987,35,2,682.54,0,6.527285176763272
13988,39,2,609.84,1,6.4148350590849805
13989,120,3,759.98,1,6.634607076307393
13992,36,2,142.7,1,4.967727793084979
13993,35,10,3309.35,1,8.10480920296228
13995,35,9,2508.32,1,7.827767079086708
13996,42,2,895.76,0,6.798788267730199
13997,175,3,382.31,0,5.948844061271341
13998,102,3,566.7,0,6.341593110176681
13999,30,17,5600.45,1,8.630780771778452
14000,70,4,1410.68,1,7.252535763473794
14001,29,7,2487.01,1,7.8192384731435975
14003,388,1,209.41,0,5.3490580082512205
14004,49,4,1675.81,1,7.424648457849398
14006,184,4,1234.48,1,7.119214837519414
14007,168,1,79.48,0,4.388008706351429
14008,88,1,509.04,0,6.234489154015341
14009,118,1,404.3,1,6.004627533634263
14010,221,2,445.15,0,6.10065521834616
14011,136,2,457.82,0,6.128657976284189
14013,36,2,611.55,1,6.41763057174018
14014,32,2,1443.03,1,7.27519309486023
14017,227,1,229.75,0,5.441334873382962
14018,301,1,367.15,0,5.908490463814726
14020,132,2,606.21,1,6.408874694984015
14021,30,4,1084.68,1,6.989961797773115
14022,142,1,352.15000000000003,1,5.866892895854932
14024,46,1,318.04,1,5.765316486773473
14025,120,8,4057.9,0,8.308667279925409
14026,126,2,713.11,0,6.571037012097961
14028,206,3,10396.5,0,9.249320671617067
14030,22,14,5902.2,1,8.683249855744156
14031,21,27,23712.31,1,10.073791772858593
14032,22,6,1874.68,1,7.536726539323518
14033,211,1,109.44,0,4.704472387061954
14035,62,4,1428.7,1,7.2652199110351185
14037,134,4,689.75,1,6.537777963803526
14038,53,2,1509.5,1,7.320196000826726
14039,231,1,115.08,1,4.754279608575932
14040,42,23,9030.65,1,9.10849035397148
14042,381,1,431.98,0,6.070691537559284
14043,147,2,304.25,0,5.721131112990814
14044,74,6,2470.28,1,7.812491514016605
14045,29,13,9653.28,1,9.175156619321701
14047,28,10,2946.42,1,7.988685490397723
14048,38,2,338.76,1,5.828239486005016
14049,43,9,7557.31,1,8.930402899210131
14051,22,15,6823.610000000001,1,8.828290475563302
14052,46,1,255.45,1,5.546933713835277
14053,53,2,312.05,1,5.746362922191319
14055,233,2,795.3199999999999,1,6.680001115110244
14057,37,5,2190.88,1,7.692514902043823
14058,118,2,469.19,0,6.153136868334086
14060,22,13,3378.66,1,8.125530391701401
14061,163,3,917.43,0,6.822665690537022
14062,30,12,15139.35,1,9.625118644293586
14063,94,9,22710.2,0,10.030613473862132
14064,86,10,1978.68,1,7.590690494465665
14065,45,3,891.02,0,6.793488553853314
14068,259,3,1262.52,1,7.1416567557492705
14069,170,2,230.06,0,5.442677417054872
14070,340,1,326.55,0,5.791640715177885
14072,322,1,390.85,0,5.9708791134988735
14074,279,1,219.4,0,5.39544407727876
14075,59,3,792.61,1,6.676592156697725
14077,51,1,115.66,1,4.759263721325492
14078,29,4,643.26,1,6.468102371336729
14079,338,1,243.63,1,5.499746864955492
14080,69,4,1070.08,1,6.976422764203385
14081,25,9,4435.58,1,8.39763908834543
14082,48,1,231.11,1,5.447211397229473
14083,27,3,388.83,1,5.965710746656891
14084,168,1,150.5,0,5.020585624949423
14085,24,16,5656.43,1,8.640725004474895
14086,118,1,39.95,0,3.7123518102990785
14087,60,2,651.8,1,6.481270803649897
14088,62,3,13544.99,1,9.51384584154927
14091,310,2,9530.08,0,9.162313316565184
14092,30,10,3152.54,1,8.056280910342272
14094,95,1,335.22,0,5.817765707604913
14095,378,1,2.95,0,1.3737155789130306
14097,137,2,422.86,0,6.0494032120284285
14099,31,9,2661.54,1,7.887035833379008
14101,44,7,3985.14,1,8.2905786230862
14103,321,1,0.0,0,0.0
14104,45,3,555.37,1,6.3214335405510855
14105,64,4,4722.6,1,8.460326499727127
14106,393,1,214.8,0,5.374352052824034
14107,104,4,2174.07,1,7.684816126912939
14108,387,2,447.05,1,6.104904833330228
14110,91,21,7304.8,1,8.896423832220062
14112,107,6,2919.44,1,7.979489568842
14113,31,12,5252.1900000000005,1,8.566590790107579
14114,51,5,977.56,1,6.886082103300643
14115,157,2,622.67,0,6.435621382327132
14118,84,1,458.45,0,6.130030121946894
14119,31,2,183.37,0,5.216944608082299
14122,62,3,362.42,0,5.895559190220911
14123,389,1,436.18,0,6.0803450096018565
14126,100,1,466.33,1,6.147035646233371
14127,36,3,1190.37,1,7.0828591844175905
14128,207,1,286.71,1,5.661953028382361
14129,55,4,1467.48,1,7.291983131206469
14130,31,3,1398.81,1,7.244091792107619
14131,304,1,187.87,0,5.241058947707755
14133,389,1,305.5,1,5.725217755376266
14134,38,15,11123.35,0,9.316891678361227
14135,23,11,4953.61,1,8.508073735291044
14136,56,5,1570.81,0,7.359983100544423
14137,351,1,332.7,0,5.810242385757328
14139,146,3,670.98,1,6.510228578175494
14142,29,2,671.34,1,6.510764164953352
14144,142,1,30.6,0,3.4531571205928664
14145,115,3,3857.85,1,8.258124490608534
14146,39,7,5259.3,1,8.567943338325898
14147,44,7,2106.8,1,7.653400028499837
14148,70,1,309.09000000000003,1,5.736862577924392
14151,329,2,679.45,0,6.5227543440063265
14152,43,5,1376.05,1,7.227698808890057
14153,139,1,233.4,0,5.457029057702858
14154,37,6,5115.08,1,8.540143799793048
14157,45,3,569.9,1,6.347214062970213
14159,35,9,3245.0,1,8.085178748074537
14160,266,7,8421.47,0,9.038658413386564
14161,25,5,2208.36,1,7.700458159811537
14163,118,1,148.71,1,5.008700089461746
14166,161,2,256.85,0,5.552378020496968
14167,120,4,721.65,1,6.582925010894851
14168,76,2,370.45,0,5.917414265597815
14169,86,2,624.4300000000001,0,6.438439413172899
14170,31,3,597.33,0,6.3941424412081105
14171,386,1,135.0,1,4.912654885736052
14172,261,3,402.72,0,6.0007215683706585
14173,297,2,135.16,1,4.913830664825064
14175,74,5,4456.58,1,8.40236129685611
14176,23,2,339.11,1,5.829269094697617
14177,37,9,1669.93,1,7.421135636634754
14180,28,9,1570.73,1,7.359932202512257
14181,66,2,310.55,0,5.741559838990231
14182,99,4,678.77,0,6.521754505661576
14183,67,2,286.29,0,5.660492158557335
14186,83,5,1550.63,0,7.34706127025902
14187,129,1,123.5,0,4.824305715904762
14189,24,2,1160.31,1,7.05730395725399
14190,322,1,79.9,0,4.393213824064446
14191,50,2,132.9,1,4.897093252697127
14192,44,1,293.74,0,5.686093611785117
14193,52,1,356.8,1,5.879974171074619
14194,48,15,7321.070000000001,1,8.898648353863928
14195,95,4,1603.6,1,7.380629783319556
14197,66,1,390.05,0,5.968835429047621
14198,56,5,868.33,1,6.767722800015255
14199,79,3,906.3,1,6.810473156175584
14200,273,1,379.2,0,5.940697430054329
14201,65,3,446.1,1,6.102782283239935
14202,37,3,847.76,0,6.743776460835899
14203,53,1,339.34,0,5.82994511794329
14204,78,3,901.93,1,6.805645031032358
14205,50,7,1947.5,1,7.574815124778764
14206,44,2,856.85,1,6.754429259029435
14207,343,1,157.8,0,5.067645548813036
14208,207,1,415.31,1,6.031430175051029
14209,41,9,2919.84,1,7.979626525125769
14210,27,11,3955.68,1,8.283160568769858
14211,67,9,2161.19,1,7.678876875928912
14212,101,1,1119.66,1,7.021673076442781
14213,60,1,1192.2,0,7.084394052640594
14215,24,4,1626.61,1,7.394867960124389
14216,70,1,310.74,1,5.742169507060905
14217,22,7,1411.91,1,7.253406686388446
14219,65,2,543.89,1,6.300583939429462
14220,223,2,882.5999999999999,1,6.784004471545962
14221,105,8,3084.69,1,8.034530574215601
14224,46,5,847.78,1,6.7438000243454495
14225,90,4,2037.02,0,7.6197340272772065
14226,97,1,770.34,1,6.648129262090512
14227,70,5,3017.75,1,8.012598117400882
14228,93,3,745.5,0,6.615395616979245
14229,59,4,1046.84,1,6.954486181469743
14230,91,3,979.8,0,6.888368565181947
14231,106,1,309.91,1,5.739503481230614
14233,121,3,1441.55,1,7.274167659826601
14235,154,4,1573.13,1,7.361458017688789
14236,28,4,1253.78,1,7.134715537394472
14237,29,2,471.14,1,6.157275551774947
14238,318,2,287.38,1,5.6642790548785005
14239,87,10,1882.32,1,7.5407914558012985
14240,79,1,357.15000000000003,1,5.880951893060461
14241,352,1,120.0,1,4.795790545596741
14243,21,8,4842.28,1,8.485347456135658
14244,316,1,366.42,0,5.906505607880791
14247,60,4,635.89,1,6.456596956202087
14248,115,2,730.37,1,6.594919487646816
14249,66,12,5625.461,0,8.63523592668109
14252,37,1,350.99,0,5.863602766103642
14253,149,2,363.4,0,5.898252165385803
14254,88,1,601.03,0,6.400307277954197
14255,202,1,1000.63,0,6.909383951973957
14256,147,3,1504.93,1,7.317165926535884
14257,36,4,2854.73,1,7.957082781175368
14258,51,16,19381.36,1,9.87211865305658
14260,127,3,824.28,0,6.71572272269298
14263,79,1,322.93,0,5.780527443067584
14264,35,4,1183.39,1,7.076983153098244
14266,84,1,40.56,0,3.727138166231027
14268,126,1,354.85,0,5.87450929374528
14269,95,1,295.73,0,5.692822634419859
14271,65,1,106.81,1,4.680370418551027
14272,218,2,482.85,1,6.181774941326951
14274,342,1,256.6,0,5.551407994230199
14275,51,6,1189.38,0,7.082027862862419
14276,63,4,982.94,1,6.891564919583409
14278,65,1,205.83,0,5.331897199811232
14279,176,2,191.86,0,5.261964537082238
14281,64,1,245.15,0,5.50594110620421
14282,23,11,4120.32,1,8.323928779379699
14283,119,4,628.44,0,6.444830535200694
14284,309,1,704.4,1,6.558765017801951
14285,169,4,1374.41,1,7.226507147471491
14286,60,4,3851.01,1,8.256350368968645
14290,69,3,2201.91,1,7.697534492586069
14291,36,12,4020.85,1,8.299497274758956
14292,66,7,4354.32,1,8.379153365347218
14293,24,6,2221.37,1,7.706329472988882
14294,63,1,375.34,0,5.930492990116498
14295,94,4,2196.71,1,7.695171188133398
14296,77,2,456.4,0,6.125558281588681
14298,31,38,39667.19,1,10.588304886049512
14299,21,19,10533.87,1,9.262445986342504
14301,72,3,1352.04,1,7.2101091916657865
14302,86,3,742.9000000000001,0,6.611906617197296
14303,63,2,277.94,0,5.630996704930548
14304,35,2,1341.56,1,7.202333518121759
14306,34,4,1058.0800000000002,1,6.965155885713242
14307,29,5,2075.31,1,7.638347558764022
14308,205,2,1147.02,0,7.045793998330545
14309,69,2,1428.28,1,7.264926099953529
14310,88,1,492.1,0,6.2007119932300805
14311,223,1,206.19,1,5.333636246672391
14312,34,5,1478.7,1,7.299594643508488
14314,86,1,109.8,1,4.707726774313183
14315,220,2,716.69,1,6.5760377209406
14316,78,5,1370.34,0,7.223543642981688
14318,116,1,158.02,0,5.069029980473338
14319,80,1,494.85,0,6.206273461632134
14320,202,3,868.96,1,6.76844723358016
14321,87,2,687.3100000000001,1,6.534239317847378
14322,85,4,474.1,0,6.163525308192876
14324,65,2,701.61,0,6.554801972579857
14325,225,1,245.48,0,5.507280854288412
14326,119,2,757.13,1,6.630854874895033
14327,38,5,1583.28,1,7.367885324429574
14328,94,1,445.05,0,6.1004310533597925
14329,31,8,4912.38,1,8.499717374994834
14330,279,1,200.63,0,5.3064343346499845
14332,37,2,1077.2,1,6.983048263017569
14334,81,4,1766.27,1,7.477191262004992
14338,192,1,339.88,1,5.831530509191657
14339,84,1,310.75,1,5.742201584560146
14341,76,10,2285.04,1,7.734576342014444
14342,88,2,249.88,1,5.524974737162043
14343,77,4,1088.91,0,6.993850403006858
14344,23,14,2443.77,1,7.801706327954505
14346,81,3,1294.17,1,7.166397239649218
14347,392,1,82.60000000000001,0,4.426043520090656
14350,36,2,689.1,1,6.536836514626557
14353,66,2,285.9,1,5.659133722987319
14355,21,3,840.0500000000001,1,6.734651111237791
14358,45,2,400.06,0,5.994111042048887
14361,234,1,214.71,0,5.373934913006625
14363,58,2,227.47000000000003,0,5.431404910686392
14365,50,2,634.68,0,6.454695292066289
14366,181,1,136.0,0,4.919980925828125
14369,298,2,469.13,0,6.153009252203234
14370,106,6,1175.78,0,7.070537173901474
14372,99,2,860.08,0,6.758187415326246
14374,197,1,108.0,0,4.6913478822291435
14375,106,2,875.31,1,6.775719909613719
14376,339,1,215.46,0,5.377405772867
14378,277,1,131.25,0,4.8846940707384086
14379,49,2,920.81,1,6.826339128567769
14380,338,1,48.96,0,3.911222685257377
14381,107,1,428.66,1,6.062994198246903
14382,46,1,620.73,1,6.432505914896334
14384,156,1,58.5,0,4.085976312551584
14388,28,9,3488.16,1,8.157416298547462
14389,80,3,854.55,1,6.751744536977979
14390,28,5,1747.01,1,7.466233277022916
14391,232,1,135.6,0,4.91705694713669
14392,88,1,266.4,0,5.588745664667843
14394,220,1,93.8,0,4.551769409260976
14395,28,12,4700.3,1,8.45559434519728
14396,27,6,1633.94,1,7.399361385410287
14398,57,2,707.79,0,6.563559290839203
14399,50,8,2113.16,0,7.65641284946965
14400,64,2,1157.77,1,7.055114376709538
14401,80,9,2744.42,1,7.91768934770397
14402,308,1,285.6,0,5.6580875153940715
14403,245,2,404.7,1,6.005613970212401
14404,25,8,1424.79,1,7.262481325052536
14405,42,1,195.0,0,5.278114659230517
14408,127,4,1503.24,1,7.316043066247219
14409,24,5,1696.64,1,7.436994330258844
14410,32,2,1546.07,1,7.344118098418146
14412,80,1,656.16,1,6.487927520038136
14413,66,3,647.67,1,6.4749241128107835
14414,30,1,902.35,1,6.806110075219936
14415,35,10,6191.32,1,8.731065093520783
14417,43,1,604.2,0,6.405558981914201
14419,38,1,202.85,1,5.317384429265262
14420,52,3,1251.65,1,7.133016586267348
14421,168,4,1656.26,1,7.412920915195919
14422,30,13,6007.88,1,8.700993654089592
14423,93,2,651.4100000000001,1,6.480673198649006
14425,90,3,661.39,0,6.495854506338738
14426,59,7,7246.27,1,8.88838012521118
14427,150,2,900.1800000000001,1,6.803705015679784
14429,59,1,516.28,0,6.248584313977123
14430,167,3,1220.9,0,7.108162303322477
14431,35,3,2143.84,1,7.670820236505398
14433,121,1,289.6,0,5.671947751136183
14435,157,1,90.42,0,4.515464272903598
14436,209,1,182.64,1,5.212977319381022
14437,21,5,895.84,1,6.798877473796271
14440,21,9,4281.05,1,8.362187145868003
14441,30,7,2898.8,1,7.9723970480790936
14443,24,2,966.27,1,6.874477670544418
14444,112,1,132.04,0,4.890649834884672
14445,111,1,221.65,0,5.405601031767711
14446,42,1,201.73,1,5.311875044480103
14447,56,1,548.5,1,6.309008773843676
14449,28,5,1575.7,1,7.363089334243436
14450,35,4,645.19,1,6.4710935781855445
14451,45,10,2646.18,1,7.881250201426248
14452,51,2,401.15,1,5.996825153350078
14454,32,5,977.3,0,6.885816371463383
14455,88,4,628.21,0,6.444465064255539
14458,36,1,237.42,0,5.474033824289855
14459,307,1,3537.821,1,8.171548899806611
14460,52,6,659.16,1,6.492482229882887
14461,38,10,4610.44,1,8.436295451640246
14462,88,1,265.99,1,5.587211204515341
14463,155,1,256.95,1,5.5527657676906585
14464,224,2,111.0,0,4.718498871295094
14465,84,8,2887.41,1,7.968461456695393
14466,28,7,2374.5,1,7.772963220626976
14467,45,8,1622.23,1,7.392173270351657
14468,389,1,204.24,0,5.324180026073764
14469,72,4,2112.21,0,7.655963397438722
14470,86,1,250.85,1,5.528833672191659
14471,247,2,400.95,0,5.99632770277397
14472,345,1,291.38,1,5.67805432608347
14474,235,1,730.42,1,6.594987850159575
14475,64,1,225.3,1,5.421861552639491
14477,92,3,660.0,1,6.493753839851686
14478,38,4,1276.66,0,7.152785558853802
14479,21,3,982.86,1,6.891483610507239
14480,58,3,1020.47,1,6.928998045250788
14481,63,3,1674.98,1,7.4241533477966035
14482,35,6,2289.76,1,7.736638919218311
14483,392,1,120.0,1,4.795790545596741
14484,57,3,749.0600000000001,1,6.620153203330527
14486,167,2,175.5,0,5.173320876373351
14487,24,2,257.28000000000003,1,5.554044267758266
14489,93,3,1111.55,1,7.014409956850677
14490,62,2,1273.47,0,7.150285684896527
14491,28,1,127.2,1,4.853591544486569
14492,86,7,1921.91,0,7.561594942621463
14493,46,5,2746.91,1,7.918595901714208
14494,57,2,261.9,1,5.571773731735836
14495,315,1,51.0,1,3.9512437185814275
14496,29,6,2129.42,1,7.66407442236403
14497,329,1,221.69,1,5.405780669797565
14498,57,5,1953.95,1,7.578119896644838
14499,30,4,1323.65,1,7.188903552582921
14505,60,11,6096.2,1,8.715584928387687
14506,25,3,1278.5,1,7.154224655599844
14507,34,5,1901.25,1,7.550792675056632
14508,32,3,598.52,1,6.396129335045377
14509,190,1,110.95,0,4.718052343044764
14510,31,3,1007.28,0,6.916001187835988
14512,39,5,948.19,1,6.855608989318586
14513,92,3,332.42,1,5.809402956519885
14514,92,6,3543.63,1,8.173189061163624
14515,43,6,1647.17,1,7.4074208604890766
14516,172,1,163.92,0,5.105460507838699
14519,339,2,206.09,0,5.333153481383494
14521,147,1,199.45,0,5.300564839088516
14522,251,4,784.08,1,6.665785623417879
14524,65,4,1066.03,1,6.972634367120183
14525,84,8,3908.44,1,8.271149420215695
14526,45,1,262.4,0,5.573673789309181
14527,21,69,19283.48,1,9.867055906317166
14530,52,10,3271.49,1,8.093306442011624
14531,135,1,376.34,0,5.933146637783467
14532,67,7,2926.33,1,7.981846023760124
14533,63,4,1516.65,1,7.324918364836111
14534,53,8,1824.06,1,7.509368142188493
14535,51,6,3166.54,1,8.06071054037128
14537,279,1,285.84,1,5.658924569014374
14538,186,3,982.59,1,6.891209143555911
14540,35,8,2799.08,1,7.937403267183711
14541,72,6,1038.03,1,6.946042864599612
14543,36,23,11276.44,1,9.330559548940311
14544,126,1,957.98,1,6.865870219608617
14545,330,1,349.25,0,5.858647185217117
14546,32,6,2619.81,1,7.871238709280286
14548,140,7,1974.69,1,7.588672983409359
14549,76,3,627.3100000000001,1,6.443033675245956
14550,44,2,587.69,1,6.377899729309341
14551,67,5,693.8100000000001,1,6.54363842689435
14552,36,2,346.21,1,5.849929784214748
14553,67,4,982.27,1,6.890883751811889
14555,37,4,1991.49,1,7.597140391831199
14556,252,3,835.34,0,6.72903522896985
14558,310,3,655.5,0,6.486922693742851
14559,46,1,75.6,0,4.338597076746545
14560,35,22,3876.26,1,8.262883997583828
14562,46,8,1654.63,1,7.411936880029324
14563,165,2,679.44,0,6.522739647741382
14565,129,1,760.1,1,6.634764755273346
14569,108,3,371.59,1,5.920478619374696
14570,99,1,395.69,1,5.983155119236841
14571,81,1,161.65,0,5.091600652919361
14572,73,4,2782.34,1,7.931406924383504
14573,28,5,968.0,1,6.876264611890766
14574,388,1,143.70000000000002,0,4.974662633637438
14575,144,1,460.71,0,6.134936988364375
14576,28,1,35.400000000000006,1,3.594568774642695
14577,50,3,514.54,1,6.245214895015092
14579,88,1,105.56,0,4.668708206792079
14580,174,1,14.85,0,2.7631695003232895
14581,200,1,295.2,1,5.6910349018336985
14583,39,3,728.48,1,6.592331951548632
14584,77,4,705.65,1,6.56053549381416
14585,38,4,986.22,1,6.894892912265193
14588,234,1,135.39,0,4.915518428938784
14589,27,1,39.75,1,3.7074558396868715
14590,80,20,3006.62,0,8.008904347302217
14593,53,9,3094.02,1,8.037549647133359
14594,29,1,255.0,1,5.545177444479562
14595,109,2,423.85,1,6.05173616544955
14596,282,1,229.47,0,5.4401207021224
14597,35,4,1318.39,1,7.184924787557381
14598,225,1,162.07,1,5.094179556473186
